"user","timestamp","x","y","z"
"Santosh.Wu@test.com","1655564445965","1.0","1.0","-1.0"
"Santosh.Wu@test.com","1655564452165","-1.0","1.0","-1.0"
"Santosh.Wu@test.com","1655564486265","-1.0","1.0","-1.0"
"Spencer.Aristotle@test.com","1655564116408","-1.0","-1.0","-1.0"
"Spencer.Aristotle@test.com","1655564155068","1.0","-1.0","-1.0"
"Spencer.Aristotle@test.com","1655564174398","-1.0","1.0","-1.0"
"Spencer.Aristotle@test.com","1655564147336","-1.0","1.0","-1.0"
"Spencer.Doshi@test.com","1655564085782","-1.0","1.0","-1.0"
"Spencer.Doshi@test.com","1655564131638","1.0","-1.0","-1.0"
"Spencer.Doshi@test.com","1655564097246","1.0","1.0","-1.0"
"Spencer.Doshi@test.com","1655564111576","-1.0","1.0","-1.0"
"Spencer.Doshi@test.com","1655564145968","-1.0","1.0","-1.0"
"Spencer.Habschied@test.com","1655564462627","1.0","1.0","-1.0"
"Spencer.Habschied@test.com","1655564419364","-1.0","1.0","-1.0"
"Travis.Fibonnaci@test.com","1655564397663","-1.0","-1.0","-1.0"
"Travis.Fibonnaci@test.com","1655564394863","-1.0","-1.0","-1.0"
"Travis.Fibonnaci@test.com","1655564383663","1.0","1.0","-1.0"
"Travis.Fibonnaci@test.com","1655564422863","1.0","1.0","-1.0"
"Travis.Fibonnaci@test.com","1655564434063","-1.0","1.0","-1.0"
"Ashley.Davis@test.com","1655564215685","1.0","-1.0","-1.0"
"Ashley.Davis@test.com","1655564180288","1.0","-1.0","-1.0"
"Ashley.Davis@test.com","1655564172422","1.0","-1.0","-1.0"
"Ben.Davis@test.com","1655564138226","-1.0","-1.0","-1.0"
"Ben.Davis@test.com","1655564111864","1.0","1.0","-1.0"
"Ben.Davis@test.com","1655564115630","1.0","-1.0","-1.0"
"Bobby.Khatib@test.com","1655563954660","-1.0","-1.0","-1.0"
"Christina.Clayton@test.com","1655564447445","1.0","-1.0","-1.0"
"Christina.Clayton@test.com","1655564436781","1.0","-1.0","-1.0"
"Dan.Huey@test.com","1655564460654","1.0","-1.0","-1.0"
"Dan.Huey@test.com","1655564479316","1.0","-1.0","-1.0"
"Dan.Huey@test.com","1655564415332","-1.0","1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564463984","1.0","-1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564450319","-1.0","-1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564428455","1.0","-1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564436654","1.0","1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564439387","1.0","-1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564453052","-1.0","1.0","-1.0"
"Danny.Fibonnaci@test.com","1655564442120","1.0","1.0","-1.0"
"Danny.Sanchez@test.com","1655564428726","-1.0","-1.0","-1.0"
"Danny.Sanchez@test.com","1655564425960","1.0","1.0","-1.0"
"Danny.Sanchez@test.com","1655564398300","-1.0","-1.0","-1.0"
"Danny.Sanchez@test.com","1655564439790","-1.0","1.0","-1.0"
"Danny.Sanchez@test.com","1655564406598","1.0","1.0","-1.0"
"Danny.Sanchez@test.com","1655564442556","1.0","-1.0","-1.0"
"Jerry.Jones@test.com","1655564483358","1.0","-1.0","-1.0"
"Jerry.Jones@test.com","1655564468896","1.0","-1.0","-1.0"
"Lyn.Doshi@test.com","1655564434052","-1.0","1.0","-1.0"
"Lyn.Doshi@test.com","1655564429652","-1.0","-1.0","-1.0"
"Manoj.Abram@test.com","1655564412449","1.0","-1.0","-1.0"
"Neeraj.Davis@test.com","1655564405535","-1.0","1.0","-1.0"
"Neeraj.Davis@test.com","1655564429799","-1.0","-1.0","-1.0"
"Neeraj.Davis@test.com","1655564469228","-1.0","-1.0","-1.0"
"Neeraj.Davis@test.com","1655564463162","-1.0","1.0","-1.0"
"Neeraj.Davis@test.com","1655564451030","-1.0","1.0","-1.0"
"Neeraj.Davis@test.com","1655564399469","1.0","1.0","-1.0"
"Sarah.Hansen@test.com","1655564459962","1.0","-1.0","-1.0"
"Sarah.Hansen@test.com","1655564459962","-1.0","1.0","-1.0"
"Sarah.Hansen@test.com","1655564436631","-1.0","-1.0","-1.0"
"Sarah.Hansen@test.com","1655564386636","-1.0","-1.0","-1.0"
"Sarah.Hansen@test.com","1655564416633","-1.0","1.0","-1.0"
"Sarah.Hansen@test.com","1655564386636","1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564451889","-1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564478817","1.0","1.0","-1.0"
"Sean.Jefferson@test.com","1655564461987","-1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564475451","1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564499013","-1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564438425","-1.0","-1.0","-1.0"
"Sean.Jefferson@test.com","1655564438425","-1.0","1.0","-1.0"
"Senthil.Howard@test.com","1655564364561","-1.0","1.0","-1.0"
"Senthil.Howard@test.com","1655564431983","1.0","-1.0","-1.0"
"Senthil.Howard@test.com","1655564336799","1.0","1.0","-1.0"
"Senthil.Howard@test.com","1655564447847","-1.0","-1.0","-1.0"
"Senthil.Howard@test.com","1655564332833","-1.0","1.0","-1.0"
"Spencer.Jones@test.com","1655564419811","-1.0","1.0","-1.0"
"Spencer.Jones@test.com","1655564423277","-1.0","-1.0","-1.0"
"Spencer.Jones@test.com","1655564451005","1.0","1.0","-1.0"
"Spencer.Jones@test.com","1655564461403","-1.0","-1.0","-1.0"
"Spencer.Jones@test.com","1655564423277","1.0","-1.0","-1.0"
"Spencer.Jones@test.com","1655564374753","-1.0","1.0","-1.0"
"Spencer.Jones@test.com","1655564395549","-1.0","-1.0","-1.0"
"Travis.Aristotle@test.com","1655563973185","-1.0","1.0","-1.0"
"Travis.Aristotle@test.com","1655564023212","1.0","1.0","-1.0"
"Travis.Aristotle@test.com","1655564004781","-1.0","-1.0","-1.0"
"Travis.Aristotle@test.com","1655563996882","-1.0","1.0","-1.0"
"Travis.Aristotle@test.com","1655563978451","-1.0","1.0","-1.0"
"Travis.Aristotle@test.com","1655563991616","-1.0","-1.0","-1.0"
"Travis.Aristotle@test.com","1655563999515","-1.0","-1.0","-1.0"
"Trevor.Jefferson@test.com","1655564419504","-1.0","-1.0","-1.0"
"Trevor.Jefferson@test.com","1655564443201","1.0","-1.0","-1.0"
"Trevor.Jefferson@test.com","1655564401073","-1.0","-1.0","-1.0"
"Trevor.Jefferson@test.com","1655564414238","-1.0","1.0","-1.0"
"Trevor.Jefferson@test.com","1655564464265","1.0","1.0","-1.0"
"Trevor.Jefferson@test.com","1655564453733","-1.0","1.0","-1.0"
"Trevor.Wu@test.com","1655564444346","1.0","1.0","-1.0"
"Trevor.Wu@test.com","1655564478006","-1.0","-1.0","-1.0"
"Trevor.Wu@test.com","1655564464542","-1.0","1.0","-1.0"
"Trevor.Wu@test.com","1655564471274","1.0","1.0","-1.0"
"Trevor.Wu@test.com","1655564451078","-1.0","-1.0","-1.0"
"Trevor.Wu@test.com","1655564464542","1.0","-1.0","-1.0"
"Bobby.Wu@test.com","1655564474438","-1.0","1.0","-1.0"
"Bobby.Wu@test.com","1655564460207","-1.0","1.0","-1.0"
"Bobby.Wu@test.com","1655564468339","-1.0","-1.0","-1.0"
"Bobby.Wu@test.com","1655564511032","1.0","-1.0","-1.0"
"Bobby.Wu@test.com","1655564504933","-1.0","-1.0","-1.0"
"Bobby.Wu@test.com","1655564466306","-1.0","-1.0","-1.0"
"Bobby.Wu@test.com","1655564462240","1.0","-1.0","-1.0"
"Chris.Smith@test.com","1655564128893","1.0","-1.0","-1.0"
"Chris.Smith@test.com","1655564096196","-1.0","1.0","-1.0"
"Chris.Smith@test.com","1655564176122","1.0","-1.0","-1.0"
"Christina.Harris@test.com","1655564513591","-1.0","-1.0","-1.0"
"Christina.Harris@test.com","1655564467391","1.0","-1.0","-1.0"
"Christina.Harris@test.com","1655564465191","-1.0","-1.0","-1.0"
"Christina.Harris@test.com","1655564495991","-1.0","1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564155828","1.0","-1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564074370","-1.0","-1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564096301","1.0","1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564108833","1.0","-1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564111966","-1.0","-1.0","-1.0"
"Frank.Fibonnaci@test.com","1655564149562","1.0","1.0","-1.0"
"Jane.Ahmed@test.com","1655564145688","-1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564164088","-1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564136488","1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564106588","-1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564166388","1.0","1.0","-1.0"
"Jane.Ahmed@test.com","1655564147988","-1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564111188","-1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564122688","1.0","-1.0","-1.0"
"Jane.Ahmed@test.com","1655564150288","-1.0","-1.0","-1.0"
"Jane.Davis@test.com","1655564181596","-1.0","1.0","-1.0"
"Jane.Davis@test.com","1655564092004","1.0","1.0","-1.0"
"Jane.Davis@test.com","1655564147999","1.0","-1.0","-1.0"
"Jane.Davis@test.com","1655564166664","-1.0","-1.0","-1.0"
"Jane.Davis@test.com","1655564110669","-1.0","-1.0","-1.0"
"Jane.Davis@test.com","1655564140533","-1.0","1.0","-1.0"
"Jason.Phillips@test.com","1655564488844","-1.0","-1.0","-1.0"
"Jason.Phillips@test.com","1655564453382","-1.0","-1.0","-1.0"
"Jason.Phillips@test.com","1655564506575","-1.0","1.0","-1.0"
"Jason.Phillips@test.com","1655564463514","-1.0","-1.0","-1.0"
"Jason.Phillips@test.com","1655564473646","-1.0","-1.0","-1.0"
"Jason.Phillips@test.com","1655564493910","-1.0","-1.0","-1.0"
"Jason.Phillips@test.com","1655564478712","-1.0","1.0","-1.0"
"Jerry.Jefferson@test.com","1655564068422","1.0","-1.0","-1.0"
"Jerry.Jefferson@test.com","1655564065356","1.0","-1.0","-1.0"
"Jerry.Jefferson@test.com","1655564096016","-1.0","1.0","-1.0"
"Jerry.Jefferson@test.com","1655564138940","1.0","1.0","-1.0"
"John.Phillips@test.com","1655564385370","-1.0","-1.0","-1.0"
"John.Phillips@test.com","1655564416034","1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564431406","1.0","-1.0","-1.0"
"Lyn.Sanchez@test.com","1655564428673","1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564458736","-1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564423207","1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564406809","1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564445071","-1.0","1.0","-1.0"
"Lyn.Sanchez@test.com","1655564442338","-1.0","-1.0","-1.0"
"Santosh.Mitra@test.com","1655564406612","-1.0","1.0","-1.0"
"Santosh.Mitra@test.com","1655564442141","1.0","-1.0","-1.0"
"Sean.Ahmed@test.com","1655564159832","1.0","-1.0","-1.0"
"Sean.Ahmed@test.com","1655564156099","-1.0","-1.0","-1.0"
"Sean.Ahmed@test.com","1655564197162","-1.0","-1.0","-1.0"
"Sean.Ahmed@test.com","1655564189696","1.0","1.0","-1.0"
"Sean.Ahmed@test.com","1655564122502","-1.0","-1.0","-1.0"
"Sean.Ahmed@test.com","1655564178497","-1.0","1.0","-1.0"
"Sean.Ahmed@test.com","1655564193429","1.0","1.0","-1.0"
"Spencer.Davis@test.com","1655564385612","1.0","-1.0","-1.0"
"Spencer.Davis@test.com","1655564405808","-1.0","-1.0","-1.0"
"Spencer.Davis@test.com","1655564449566","1.0","-1.0","-1.0"
"Spencer.Davis@test.com","1655564388978","-1.0","1.0","-1.0"
"Spencer.Davis@test.com","1655564446200","1.0","-1.0","-1.0"
"Spencer.Davis@test.com","1655564429370","1.0","-1.0","-1.0"
"Suresh.Spencer@test.com","1655564484085","-1.0","-1.0","-1.0"
"Suresh.Spencer@test.com","1655564464285","1.0","-1.0","-1.0"
"Suresh.Spencer@test.com","1655564477485","-1.0","1.0","-1.0"
"Suresh.Spencer@test.com","1655564490685","-1.0","-1.0","-1.0"
"Suresh.Spencer@test.com","1655564427985","1.0","1.0","-1.0"
"Suresh.Spencer@test.com","1655564457685","1.0","1.0","-1.0"
"Angie.Jefferson@test.com","1655564508848","-1.0","1.0","-1.0"
"Angie.Jefferson@test.com","1655564503716","1.0","1.0","-1.0"
"Angie.Jefferson@test.com","1655564444698","-1.0","-1.0","-1.0"
"Angie.Jefferson@test.com","1655564439566","1.0","1.0","-1.0"
"Angie.Jefferson@test.com","1655564506282","-1.0","1.0","-1.0"
"Ben.Mitra@test.com","1655564416658","1.0","-1.0","-1.0"
"Ben.Mitra@test.com","1655564416658","-1.0","-1.0","-1.0"
"Ben.Mitra@test.com","1655564434658","1.0","1.0","-1.0"
"Bobby.Jefferson@test.com","1655564440343","1.0","1.0","-1.0"
"Bobby.Jefferson@test.com","1655564396019","-1.0","-1.0","-1.0"
"Bobby.Jefferson@test.com","1655564411849","1.0","1.0","-1.0"
"Bobby.Jefferson@test.com","1655564459339","-1.0","1.0","-1.0"
"Bobby.Spencer@test.com","1655564437384","1.0","-1.0","-1.0"
"Bobby.Spencer@test.com","1655564422852","1.0","1.0","-1.0"
"Bobby.Spencer@test.com","1655564455549","1.0","1.0","-1.0"
"Bobby.Spencer@test.com","1655564495512","1.0","-1.0","-1.0"
"Bobby.Spencer@test.com","1655564495512","1.0","1.0","-1.0"
"Danny.Jackson@test.com","1655564482612","-1.0","1.0","-1.0"
"Danny.Jackson@test.com","1655564490610","-1.0","-1.0","-1.0"
"Danny.Jackson@test.com","1655564477280","1.0","-1.0","-1.0"
"Danny.Jackson@test.com","1655564477280","-1.0","1.0","-1.0"
"Danny.Jackson@test.com","1655564471948","1.0","-1.0","-1.0"
"Danny.Jackson@test.com","1655564439956","-1.0","1.0","-1.0"
"David.Aristotle@test.com","1655564166835","-1.0","1.0","-1.0"
"David.Aristotle@test.com","1655564115277","1.0","1.0","-1.0"
"David.Aristotle@test.com","1655564186665","-1.0","-1.0","-1.0"
"David.Aristotle@test.com","1655564190631","-1.0","-1.0","-1.0"
"David.Aristotle@test.com","1655564162869","1.0","-1.0","-1.0"
"David.Smith@test.com","1655564483591","-1.0","-1.0","-1.0"
"David.Smith@test.com","1655564511251","-1.0","-1.0","-1.0"
"David.Smith@test.com","1655564469761","1.0","-1.0","-1.0"
"Eric.Fibonnaci@test.com","1655564438715","-1.0","-1.0","-1.0"
"Eric.Fibonnaci@test.com","1655564470241","-1.0","1.0","-1.0"
"Eric.Fibonnaci@test.com","1655564475973","-1.0","1.0","-1.0"
"Eric.Fibonnaci@test.com","1655564458777","-1.0","-1.0","-1.0"
"Eric.Fibonnaci@test.com","1655564424385","-1.0","1.0","-1.0"
"Jason.Anderson@test.com","1655564157095","-1.0","-1.0","-1.0"
"Jason.Anderson@test.com","1655564110695","1.0","1.0","-1.0"
"Jason.Anderson@test.com","1655564133895","1.0","1.0","-1.0"
"Jason.Anderson@test.com","1655564096195","-1.0","-1.0","-1.0"
"Jerry.Wu@test.com","1655564479900","1.0","1.0","-1.0"
"Jerry.Wu@test.com","1655564487700","1.0","1.0","-1.0"
"Jerry.Wu@test.com","1655564479900","1.0","-1.0","-1.0"
"Jerry.Wu@test.com","1655564437000","-1.0","-1.0","-1.0"
"Jerry.Wu@test.com","1655564460400","-1.0","1.0","-1.0"
"Jerry.Wu@test.com","1655564495500","-1.0","1.0","-1.0"
"Jerry.Wu@test.com","1655564440900","1.0","1.0","-1.0"
"Jerry.Wu@test.com","1655564483800","1.0","1.0","-1.0"
"Larry.Spencer@test.com","1655563196078","1.0","-1.0","-1.0"
"Larry.Spencer@test.com","1655563211942","-1.0","-1.0","-1.0"
"Larry.Spencer@test.com","1655563192112","-1.0","-1.0","-1.0"
"Larry.Spencer@test.com","1655563279364","-1.0","1.0","-1.0"
"Larry.Spencer@test.com","1655563235738","1.0","-1.0","-1.0"
"Larry.Spencer@test.com","1655563180214","1.0","-1.0","-1.0"
"Santosh.Smith@test.com","1655564406753","-1.0","-1.0","-1.0"
"Santosh.Smith@test.com","1655564396754","-1.0","1.0","-1.0"
"Santosh.Smith@test.com","1655564420085","1.0","-1.0","-1.0"
"Santosh.Smith@test.com","1655564480079","-1.0","1.0","-1.0"
"Santosh.Smith@test.com","1655564463414","-1.0","1.0","-1.0"
"Senthil.Clayton@test.com","1655564178712","1.0","1.0","-1.0"
"Senthil.Clayton@test.com","1655564206312","-1.0","-1.0","-1.0"
"Senthil.Clayton@test.com","1655564155712","1.0","-1.0","-1.0"
"Senthil.Clayton@test.com","1655564158012","1.0","1.0","-1.0"
"Senthil.Clayton@test.com","1655564185612","-1.0","-1.0","-1.0"
"Senthil.Clayton@test.com","1655564204012","-1.0","1.0","-1.0"
"Senthil.Clayton@test.com","1655564206312","1.0","1.0","-1.0"
"Ashley.Ahmed@test.com","1655564420122","-1.0","-1.0","-1.0"
"Ashley.Ahmed@test.com","1655564483578","-1.0","1.0","-1.0"
"Ashley.Ahmed@test.com","1655564420122","1.0","1.0","-1.0"
"Ashley.Ahmed@test.com","1655564404258","1.0","1.0","-1.0"
"Dan.Habschied@test.com","1655563263177","-1.0","1.0","-1.0"
"Dan.Habschied@test.com","1655563218977","-1.0","-1.0","-1.0"
"Dan.Habschied@test.com","1655563205377","1.0","1.0","-1.0"
"Dan.Habschied@test.com","1655563215577","-1.0","1.0","-1.0"
"Edward.Olson@test.com","1655564431849","1.0","-1.0","-1.0"
"Edward.Olson@test.com","1655564469249","1.0","1.0","-1.0"
"Edward.Olson@test.com","1655564442849","-1.0","1.0","-1.0"
"Edward.Olson@test.com","1655564423049","1.0","1.0","-1.0"
"Frank.Jones@test.com","1655564402645","1.0","-1.0","-1.0"
"Frank.Jones@test.com","1655564434145","-1.0","1.0","-1.0"
"Frank.Jones@test.com","1655564402645","-1.0","1.0","-1.0"
"Frank.Jones@test.com","1655564437645","-1.0","1.0","-1.0"
"Frank.Jones@test.com","1655564371145","1.0","1.0","-1.0"
"Frank.Jones@test.com","1655564444645","1.0","1.0","-1.0"
"Gail.Anandh@test.com","1655564459854","-1.0","-1.0","-1.0"
"Gail.Anandh@test.com","1655564403854","1.0","1.0","-1.0"
"Gail.Hansen@test.com","1655564424221","1.0","1.0","-1.0"
"Gail.Hansen@test.com","1655564436051","-1.0","1.0","-1.0"
"Gail.Hansen@test.com","1655564469175","-1.0","-1.0","-1.0"
"Gail.Hansen@test.com","1655564469175","1.0","1.0","-1.0"
"Gail.Hansen@test.com","1655564476273","-1.0","-1.0","-1.0"
"Gail.Hansen@test.com","1655564464443","-1.0","1.0","-1.0"
"Gail.Howard@test.com","1655564477205","-1.0","-1.0","-1.0"
"Gail.Howard@test.com","1655564501005","1.0","1.0","-1.0"
"Gail.Howard@test.com","1655564409205","1.0","1.0","-1.0"
"Gail.Howard@test.com","1655564433005","-1.0","-1.0","-1.0"
"Gail.Howard@test.com","1655564470405","1.0","-1.0","-1.0"
"Gail.Howard@test.com","1655564453405","1.0","1.0","-1.0"
"Gail.Spencer@test.com","1655564425338","-1.0","-1.0","-1.0"
"Gail.Spencer@test.com","1655564460438","-1.0","-1.0","-1.0"
"Gail.Spencer@test.com","1655564449638","1.0","-1.0","-1.0"
"Gail.Spencer@test.com","1655564465838","-1.0","1.0","-1.0"
"Jason.Khatib@test.com","1655564434467","1.0","1.0","-1.0"
"Jason.Khatib@test.com","1655564417467","-1.0","-1.0","-1.0"
"Jason.Khatib@test.com","1655564475267","1.0","1.0","-1.0"
"Jason.Khatib@test.com","1655564478667","-1.0","-1.0","-1.0"
"Jason.Khatib@test.com","1655564499067","-1.0","1.0","-1.0"
"Jaya.Ahmed@test.com","1655564179527","-1.0","1.0","-1.0"
"Jaya.Ahmed@test.com","1655564112105","1.0","1.0","-1.0"
"Jaya.Ahmed@test.com","1655564120037","-1.0","-1.0","-1.0"
"Jaya.Ahmed@test.com","1655564147799","1.0","1.0","-1.0"
"Jaya.Ahmed@test.com","1655564167629","1.0","-1.0","-1.0"
"Jerry.Anandh@test.com","1655564441289","-1.0","1.0","-1.0"
"Jerry.Anandh@test.com","1655564463153","1.0","-1.0","-1.0"
"Jerry.Anandh@test.com","1655564413959","-1.0","1.0","-1.0"
"Jerry.Anandh@test.com","1655564435823","1.0","-1.0","-1.0"
"Jerry.Anandh@test.com","1655564487750","1.0","-1.0","-1.0"
"Jerry.Anandh@test.com","1655564413959","1.0","-1.0","-1.0"
"John.Fibonnaci@test.com","1655563217147","1.0","1.0","-1.0"
"John.Fibonnaci@test.com","1655563261535","1.0","1.0","-1.0"
"John.Fibonnaci@test.com","1655563197419","-1.0","1.0","-1.0"
"John.Fibonnaci@test.com","1655563202351","1.0","-1.0","-1.0"
"Larry.Jones@test.com","1655564441147","1.0","-1.0","-1.0"
"Larry.Jones@test.com","1655564443513","-1.0","-1.0","-1.0"
"Larry.Jones@test.com","1655564403291","1.0","1.0","-1.0"
"Larry.Jones@test.com","1655564415121","-1.0","-1.0","-1.0"
"Larry.Jones@test.com","1655564431683","-1.0","-1.0","-1.0"
"Larry.Jones@test.com","1655564455343","-1.0","1.0","-1.0"
"Larry.Olson@test.com","1655564449062","1.0","-1.0","-1.0"
"Larry.Olson@test.com","1655564455994","1.0","1.0","-1.0"
"Larry.Olson@test.com","1655564466392","-1.0","-1.0","-1.0"
"Larry.Olson@test.com","1655564473324","-1.0","-1.0","-1.0"
"Larry.Olson@test.com","1655564480256","1.0","-1.0","-1.0"
"Larry.Olson@test.com","1655564452528","-1.0","-1.0","-1.0"
"Larry.Olson@test.com","1655564497586","-1.0","1.0","-1.0"
"Larry.Olson@test.com","1655564483722","1.0","-1.0","-1.0"
"Manoj.Lincoln@test.com","1655564433835","-1.0","1.0","-1.0"
"Manoj.Lincoln@test.com","1655564378874","-1.0","-1.0","-1.0"
"Manoj.Lincoln@test.com","1655564414437","-1.0","1.0","-1.0"
"Manoj.Lincoln@test.com","1655564372408","-1.0","-1.0","-1.0"
"Manoj.Lincoln@test.com","1655564369175","1.0","1.0","-1.0"
"Manoj.Lincoln@test.com","1655564430602","1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564116304","-1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564162662","-1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564187624","-1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564184058","1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564191190","1.0","1.0","-1.0"
"Santosh.Aristotle@test.com","1655564094908","1.0","-1.0","-1.0"
"Santosh.Aristotle@test.com","1655564098474","1.0","1.0","-1.0"
"Sarah.Ahmed@test.com","1655564451957","-1.0","-1.0","-1.0"
"Sarah.Jones@test.com","1655564440211","-1.0","1.0","-1.0"
"Sarah.Jones@test.com","1655564381555","-1.0","-1.0","-1.0"
"Bobby.Fibonnaci@test.com","1655564453087","1.0","1.0","-1.0"
"Bobby.Fibonnaci@test.com","1655564461351","1.0","-1.0","-1.0"
"Bobby.Fibonnaci@test.com","1655564469615","-1.0","-1.0","-1.0"
"Bobby.Fibonnaci@test.com","1655564455153","-1.0","1.0","-1.0"
"Bobby.Fibonnaci@test.com","1655564440691","-1.0","-1.0","-1.0"
