"serialnumber","sharewithresearchasofdate","birthday","registrationdate","sharewithpublicasofdate","customername","email","lastupdatedate","phone","sharewithfriendsasofdate"
"11ace61a-a6e4-4b74-85cc-7933a75e0f84","1655564430847","1179-01-01","1655564430847","1655564430847","Jerry Ahmed","Jerry.Ahmed@test.com","1655564430847","8015551212",
"e98e55e5-3132-4787-b0a8-c2f67203e280","1655564098053","1793-01-01","1655564098053","1655564098053","Spencer Anandh","Spencer.Anandh@test.com","1655564098053","8015551212","1655564098053"
"de316ea3-7970-4d9b-a469-a0d3c1ff40bb","1655564419358","1332-01-01","1655564419358","1655564419358","Spencer Smith","Spencer.Smith@test.com","1655564419358","8015551212",
"26426a57-698e-409f-9d8d-c8726e139dfd","1655564444720","991-01-01","1655564444720",,"Ben Abram","Ben.Abram@test.com","1655564444720","8015551212","1655564444720"
"179eb5d0-f2e7-4244-9ba0-6cc8fbd30c7a","1655564146491","1110-01-01","1655564146491","1655564146491","Bobby Smith","Bobby.Smith@test.com","1655564146491","8015551212","1655564146491"
"5bf8b06d-12fc-477c-9469-7e9c511da49d","1655564409509","1465-01-01","1655564409509",,"Craig Fibonnaci","Craig.Fibonnaci@test.com","1655564409509","8015551212","1655564409509"
"a05d2637-8da9-49f8-ada6-800538bcefec","1655564411114","1444-01-01","1655564411114",,"Danny Jones","Danny.Jones@test.com","1655564411114","8015551212",
"2b6fe805-9059-4e1b-b7ed-720f5b4bf10c","1655564433612","1141-01-01","1655564433612",,"Jane Gonzalez","Jane.Gonzalez@test.com","1655564433612","8015551212","1655564433612"
"8ee2d205-64da-4113-bd5e-fbd8105a8deb","1655564117197","1524-01-01","1655564117197","1655564117197","Jason Aristotle","Jason.Aristotle@test.com","1655564117197","8015551212",
"cc51443f-dba9-4b43-a379-8a80fba71529","1655564432819","1152-01-01","1655564432819",,"Liz Wu","Liz.Wu@test.com","1655564432819","8015551212","1655564432819"
"abe1cdc7-94f5-4e17-aa55-1342bd7de357","1655564097428","1802-01-01","1655564097428","1655564097428","Lyn Jackson","Lyn.Jackson@test.com","1655564097428","8015551212","1655564097428"
"3d85a3a2-f5a3-47dc-a724-26f78368b5eb","1655564378738","1869-01-01","1655564378738","1655564378738","Manoj Clark","Manoj.Clark@test.com","1655564378738","8015551212",
"a3c506c4-94f7-4eb4-8db8-d3fec1e2072b","1655564106967","1663-01-01","1655564106967","1655564106967","Sarah Huey","Sarah.Huey@test.com","1655564106967","8015551212","1655564106967"
"49b3912e-2ae6-40d3-838c-cc3ead3ca838","1655564408753","1475-01-01","1655564408753",,"Sean Howard","Sean.Howard@test.com","1655564408753","8015551212",
"d076c8ed-0964-4b9c-94f2-b00244d4812f","1655564433469","1143-01-01","1655564433469",,"Bobby Gonzalez","Bobby.Gonzalez@test.com","1655564433469","8015551212",
"2fea569d-33b9-4087-9a05-68738ee64345","1655564407355","1492-01-01","1655564407355",,"Chris Harris","Chris.Harris@test.com","1655564407355","8015551212","1655564407355"
"68777b82-0e41-4c7f-a5b6-50e11630ee97","1655564384295","1796-01-01","1655564384295",,"Chris Huey","Chris.Huey@test.com","1655564384295","8015551212",
"51856419-c13a-4624-834f-ff84fa3c1934","1655564440574","1046-01-01","1655564440574","1655564440574","Danny Davis","Danny.Davis@test.com","1655564440574","8015551212",
"9710fefa-7596-4d65-a4b4-1b1838b047bc","1655564113180","1581-01-01","1655564113180",,"Eric Clark","Eric.Clark@test.com","1655564113180","8015551212","1655564113180"
"25765bf7-af8a-4439-8a3e-b795d2a5d6a5","1655564090683","1895-01-01","1655564090683",,"Jason Mitra","Jason.Mitra@test.com","1655564090683","8015551212","1655564090683"
"d750c3e3-4a6a-4e50-ad91-9ff1dbf0b78d","1655564408337","1480-01-01","1655564408337",,"Jerry Habschied","Jerry.Habschied@test.com","1655564408337","8015551212",
"26ba9cdd-e66a-4de9-be34-28c8c2b6dc8d","1655563302899","1310-01-01","1655563235416",,"Liz Olson","Liz.Olson@test.com","1655563302899","8015551212","1655563302899"
"d5a9cbfd-80d0-4535-a506-d288e084e02a","1655564120739","1473-01-01","1655564120739","1655564120739","Lyn Habschied","Lyn.Habschied@test.com","1655564120739","8015551212","1655564120739"
"60b2b098-f3ab-440a-bbef-8ad591e3a440","1655564418550","1343-01-01","1655564418550","1655564418550","Lyn Spencer","Lyn.Spencer@test.com","1655564418550","8015551212","1655564418550"
"cba91a07-0991-4488-a544-5fc35b9ead29","1655564420769","1313-01-01","1655564420769",,"Lyn Staples","Lyn.Staples@test.com","1655564420769","8015551212","1655564420769"
"e3ef535a-a364-4c93-b936-f9e9f7efbdab","1655564408835","1474-01-01","1655564408835",,"Santosh Harris","Santosh.Harris@test.com","1655564408835","8015551212",
"a723b40e-1a4b-44e6-8cb9-24cc24827465","1655564423093","1283-01-01","1655564423093",,"Senthil Sanchez","Senthil.Sanchez@test.com","1655564423093","8015551212",
"87c5cb83-9de6-49d8-a050-975ee4d2eb9f","1655564421180","1308-01-01","1655564421180",,"Spencer Fibonnaci","Spencer.Fibonnaci@test.com","1655564421180","8015551212","1655564421180"
"2f511a03-5105-4fa1-a8db-88fd1a7904b4","1655564412261","1428-01-01","1655564412261","1655564412261","Angie Olson","Angie.Olson@test.com","1655564412261","8015551212",
"daffd786-c146-43dc-90e6-6a0db1a7d2b7","1655563324549","992-01-01","1655563256403",,"Ashley Clark","Ashley.Clark@test.com","1655563324549","8015551212",
"bc49e3fb-d660-4058-87f0-59434133146e","1655564137159","1242-01-01","1655564137159","1655564137159","Ben Hansen","Ben.Hansen@test.com","1655564137159","8015551212",
"fd06c092-fd91-44d4-9c34-965cce396222","1655564425413","1251-01-01","1655564425413","1655564425413","Christina Hansen","Christina.Hansen@test.com","1655564425413","8015551212",
"217370df-e87b-4477-8b10-05a8ad424fa5","1655564404366","1533-01-01","1655564404366","1655564404366","Christina Spencer","Christina.Spencer@test.com","1655564404366","8015551212",
"8efe16a1-e7a8-4e8f-a0fa-1c5e6f46765e","1655563988875","997-01-01","1655563988875",,"Edward Huey","Edward.Huey@test.com","1655563988875","8015551212",
"4cdf7801-127a-4dd3-83a1-bc1775300cb7","1655564405216","1521-01-01","1655564405216","1655564405216","Jane Abram","Jane.Abram@test.com","1655564405216","8015551212","1655564405216"
"85ffd26c-bdb4-4fbb-9b15-88851821ab42","1655564090751","1894-01-01","1655564090751","1655564090751","Jane Lincoln","Jane.Lincoln@test.com","1655564090751","8015551212",
"c52ac856-ab6a-41c2-a05f-29aa4716a59a","1655564430918","1178-01-01","1655564430918",,"Jaya Smith","Jaya.Smith@test.com","1655564430918","8015551212",
"b00c1a32-b46f-477f-8594-e249e7f06395","1655564430554","1183-01-01","1655564430554","1655564430554","Jerry Lincoln","Jerry.Lincoln@test.com","1655564430554","8015551212","1655564430554"
"1042e654-0b85-4606-b0a6-8422a0444235","1655563324034","1000-01-01","1655563255889","1655563324034","Jerry Mitra","Jerry.Mitra@test.com","1655563324034","8015551212","1655563324034"
"e474f16c-7834-4a08-9214-caa3b56abc17","1655564436339","1103-01-01","1655564436339",,"Spencer Staples","Spencer.Staples@test.com","1655564436339","8015551212",
"d8fdc8f3-0d5e-4435-a927-1712f4bda9cb","1655564423023","1284-01-01","1655564423023","1655564423023","Bobby Fibonnaci","Bobby.Fibonnaci@test.com","1655564423023","8015551212","1655564423023"
"8b10f3a3-f5f0-4c15-a822-e9be5fd2c268","1655564430776","1180-01-01","1655564430776",,"Chris Anderson","Chris.Anderson@test.com","1655564430776","8015551212",
"55f0d67a-fef6-40b7-b144-93d2aa49d6cd","1655564149664","1068-01-01","1655564149663","1655564149664","Christina Smith","Christina.Smith@test.com","1655564149663","8015551212",
"7b244625-6fb4-4337-84c1-375f1f11078a","1655564439755","1056-01-01","1655564439755","1655564439755","Edward Gonzalez","Edward.Gonzalez@test.com","1655564439755","8015551212","1655564439755"
"54edc2f5-eccd-48ba-acd1-f2edcb3a4188","1655564127936","1372-01-01","1655564127936","1655564127936","Edward Howard","Edward.Howard@test.com","1655564127936","8015551212","1655564127936"
"3d6960d7-b00c-4d85-b844-158b169a1c0b","1655564147548","1095-01-01","1655564147548",,"Frank Aristotle","Frank.Aristotle@test.com","1655564147548","8015551212","1655564147548"
"79a8bbed-e806-43b0-8399-6be0e61311a5","1655564422806","1287-01-01","1655564422806","1655564422806","Jacob Jackson","Jacob.Jackson@test.com","1655564422806","8015551212","1655564422806"
"1dbb8e45-0209-4298-9863-ca8b79402bc8","1655564089222","1915-01-01","1655564089222",,"Jane Smith","Jane.Smith@test.com","1655564089222","8015551212","1655564089222"
"60b40484-869c-4981-8ba5-4360bcfe7a88","1655564130041","1343-01-01","1655564130041",,"Lyn Smith","Lyn.Smith@test.com","1655564130041","8015551212","1655564130041"
"53dd5161-6475-4fb1-a11d-0187ead6ea9b","1655564125058","1413-01-01","1655564125058",,"Sarah Harris","Sarah.Harris@test.com","1655564125058","8015551212","1655564125058"
"bf4a7903-fcc1-42b2-86a6-8d9f6ca8fe6f","1655564400932","1581-01-01","1655564400932","1655564400932","Ashley Jackson","Ashley.Jackson@test.com","1655564400932","8015551212",
"20400202-c1da-4328-8e94-5bacc7d61ecb","1655564414415","1399-01-01","1655564414415",,"Ben Khatib","Ben.Khatib@test.com","1655564414415","8015551212","1655564414415"
"b27070c6-c328-432e-88a5-8da644f16b7b","1655564097844","1796-01-01","1655564097844","1655564097844","Chris Clayton","Chris.Clayton@test.com","1655564097844","8015551212",
"4b86d152-7bc1-4b19-86c7-51a0012ab28c","1655563986524","1033-01-01","1655563986524",,"Jason Huey","Jason.Huey@test.com","1655563986524","8015551212","1655563986524"
"4c740370-e9cc-4a1e-8000-d8490484db0b","1655564402812","1555-01-01","1655564402812",,"Jaya Fibonnaci","Jaya.Fibonnaci@test.com","1655564402812","8015551212",
"5abe8601-a4aa-4e7d-8fe2-852398295f4a","1655564423168","1282-01-01","1655564423168",,"Neeraj Jefferson","Neeraj.Jefferson@test.com","1655564423168","8015551212","1655564423168"
"c84fa49d-11b4-48ab-a3ea-d26f719e0ce8","1655564118925","1499-01-01","1655564118925","1655564118925","Neeraj Spencer","Neeraj.Spencer@test.com","1655564118925","8015551212",
"240acc0b-9210-4fb9-9af5-97b5f225b8dd","1655564442672","1018-01-01","1655564442672","1655564442672","Santosh Clark","Santosh.Clark@test.com","1655564442672","8015551212","1655564442672"
"42fd00fc-af84-4463-a0f8-2c3d96a46a6e","1655564421331","1306-01-01","1655564421331",,"Sean Davis","Sean.Davis@test.com","1655564421331","8015551212","1655564421331"
"7dd8a86e-1514-426d-b9c3-617f34203462","1655564375137","1913-01-01","1655564375137","1655564375137","Suresh Clark","Suresh.Clark@test.com","1655564375137","8015551212",
"e6e4148e-fb5b-4423-8c1b-a978b8a0f713","1655563975550","1197-01-01","1655563975550","1655563975550","Travis Anandh","Travis.Anandh@test.com","1655563975550","8015551212",
"25283939-e068-4db0-b55c-d3d4fb701070","1655563259416","1947-01-01","1655563193679","1655563259416","Craig Aristotle","Craig.Aristotle@test.com","1655563259416","8015551212",
"47ac904c-6306-4603-8503-7958b81e6464","1655564421404","1305-01-01","1655564421404","1655564421404","Edward Jefferson","Edward.Jefferson@test.com","1655564421404","8015551212","1655564421404"
"6a2d5257-4e6a-4d0c-af6b-5cd84d906fab","1655564404296","1534-01-01","1655564404296",,"Frank Lincoln","Frank.Lincoln@test.com","1655564404296","8015551212","1655564404296"
"0f02a172-a0cb-434c-96ff-c51989d6acf2","1655564132255","1312-01-01","1655564132255","1655564132255","Jaya Anderson","Jaya.Anderson@test.com","1655564132255","8015551212","1655564132255"
"4abb245c-efdc-4255-9cae-f36a300524cb","1655564436486","1101-01-01","1655564436486","1655564436486","Jaya Clark","Jaya.Clark@test.com","1655564436486","8015551212","1655564436486"
"284e046f-4faf-445e-a9ad-be5f31e79023","1655564095826","1824-01-01","1655564095826",,"Jaya Spencer","Jaya.Spencer@test.com","1655564095826","8015551212","1655564095826"
"83dee3e2-5e6e-4ce6-b32b-719afcb5f7e8","1655564120110","1482-01-01","1655564120110",,"Manoj Spencer","Manoj.Spencer@test.com","1655564120110","8015551212","1655564120110"
"168b0f47-3f49-448c-b8eb-149e71aa02b9","1655564136316","1254-01-01","1655564136316","1655564136316","Neeraj Harris","Neeraj.Harris@test.com","1655564136316","8015551212",
"681e8b8b-f73c-4b40-9594-6636546e6419","1655564406234","1507-01-01","1655564406234",,"Sarah Sanchez","Sarah.Sanchez@test.com","1655564406234","8015551212","1655564406234"
"3a4318a7-d31b-422d-9134-d88115e8eb9d","1655563925770","1949-01-01","1655563925770",,"Senthil Olson","Senthil.Olson@test.com","1655563925770","8015551212",
"917423f4-6db2-4aff-aa8c-8c8f30eb176b","1655563961962","1403-01-01","1655563961962",,"Senthil Staples","Senthil.Staples@test.com","1655563961962","8015551212",
"8fe9883f-6d77-49f2-adf1-b4473b1b9690","1655564398116","1619-01-01","1655564398116",,"Angie Harris","Angie.Harris@test.com","1655564398116","8015551212",
"e0e00884-25f9-4a15-8c38-7ca32961be2b","1655564439522","1059-01-01","1655564439522","1655564439522","Ashley Clayton","Ashley.Clayton@test.com","1655564439522","8015551212","1655564439522"
"7338120b-8667-42d7-97dc-ec569b361d83","1655563975289","1201-01-01","1655563975289","1655563975289","Bobby Anandh","Bobby.Anandh@test.com","1655563975289","8015551212",
"7a7482d0-f1f1-4b0b-91b8-9c08248f0735","1655564400787","1583-01-01","1655564400787","1655564400787","Bobby Lincoln","Bobby.Lincoln@test.com","1655564400787","8015551212",
"fed8059c-253e-4ac6-9f72-a45652aa5c52","1655564444423","995-01-01","1655564444423","1655564444423","Christina Jefferson","Christina.Jefferson@test.com","1655564444423","8015551212","1655564444423"
"61d1e4e6-b700-47d1-84c1-0b34af3e46ac","1655564440378","1048-01-01","1655564440378",,"Danny Clayton","Danny.Clayton@test.com","1655564440378","8015551212","1655564440378"
"8b78487b-a4f3-40b9-ae51-bffd4559dd52","1655564394250","1669-01-01","1655564394250","1655564394250","Eric Doshi","Eric.Doshi@test.com","1655564394250","8015551212","1655564394250"
"54ec3234-6184-459d-be08-fc419d8eae3d","1655564406963","1497-01-01","1655564406963","1655564406963","Jason Jefferson","Jason.Jefferson@test.com","1655564406963","8015551212","1655564406963"
"cd7d518f-53d9-4b41-be79-cafd837d0289","1655564434764","1125-01-01","1655564434764","1655564434764","Jerry Staples","Jerry.Staples@test.com","1655564434764","8015551212","1655564434764"
"218cd14d-b8cc-415a-bfed-246c6ebe94bf","1655564445515","982-01-01","1655564445515","1655564445515","Lyn Jones","Lyn.Jones@test.com","1655564445515","8015551212",
"2f9154d0-89b7-4535-b8f3-cdd9780dfd5d","1655564429365","1199-01-01","1655564429365","1655564429365","Senthil Huey","Senthil.Huey@test.com","1655564429365","8015551212",
"9e3455ae-3479-4127-8e97-378bae3a0213","1655564100689","1755-01-01","1655564100689","1655564100689","Suresh Howard","Suresh.Howard@test.com","1655564100689","8015551212",
"6825097d-7e08-4fce-a71b-c28ee1aec084","1655564432890","1151-01-01","1655564432890","1655564432890","Suresh Jackson","Suresh.Jackson@test.com","1655564432890","8015551212",
"3e5bd5f2-1b9f-4c03-a653-5da0f23764ae","1655564378076","1878-01-01","1655564378076",,"Travis Clark","Travis.Clark@test.com","1655564378076","8015551212","1655564378076"
"e0260f41-cba2-4e78-b94f-bde4ebfdb765","1655564410668","1450-01-01","1655564410668",,"Travis Davis","Travis.Davis@test.com","1655564410668","8015551212","1655564410668"
"cd094156-d643-4d1f-a6e6-bc0e13e4749a","1655564390474","1715-01-01","1655564390474","1655564390474","Angie Jackson","Angie.Jackson@test.com","1655564390474","8015551212",
"358dea74-8e8a-43be-b48c-f4e799802888","1655564425183","1254-01-01","1655564425183","1655564425183","Danny Anandh","Danny.Anandh@test.com","1655564425183","8015551212","1655564425183"
"7ba86d07-67eb-4572-937e-fa03d405827c","1655564407112","1495-01-01","1655564407112","1655564407112","Danny Spencer","Danny.Spencer@test.com","1655564407112","8015551212","1655564407112"
"4ab4cde7-4d8a-429c-8ae7-381dcbd05955","1655564437269","1090-01-01","1655564437269","1655564437269","Gail Lincoln","Gail.Lincoln@test.com","1655564437269","8015551212","1655564437269"
"6a5e12f7-e2cc-41ca-a5df-9f8b779f180e","1655564437700","1084-01-01","1655564437700",,"Jane Mitra","Jane.Mitra@test.com","1655564437700","8015551212",
"7fa2f2b8-0aae-42b5-b285-12d606b03a14","1655564385916","1774-01-01","1655564385916","1655564385916","Sarah Gonzalez","Sarah.Gonzalez@test.com","1655564385916","8015551212",
"d761f32b-b1e2-4da4-ae3f-681337b813a6","1655563977521","1167-01-01","1655563977521","1655563977521","Sean Clayton","Sean.Clayton@test.com","1655563977521","8015551212",
"d75787a7-a24c-44aa-abe7-01611f19f43b","1655564432674","1154-01-01","1655564432674",,"Spencer Gonzalez","Spencer.Gonzalez@test.com","1655564432674","8015551212",
"babaf21f-5125-40e3-906d-99658eb49925","1655563989443","988-01-01","1655563989443",,"Suresh Hansen","Suresh.Hansen@test.com","1655563989443","8015551212",
"9097b03a-de0a-4360-82df-54349d49c184","1655564426010","1243-01-01","1655564426010","1655564426010","Trevor Doshi","Trevor.Doshi@test.com","1655564426010","8015551212","1655564426010"
"577f942c-bd58-4a47-bf3e-e3a69886dfbe","1655564439071","1065-01-01","1655564439071",,"Craig Spencer","Craig.Spencer@test.com","1655564439071","8015551212","1655564439071"
"a59f2b61-26d3-438f-90b8-11fb2273ef33","1655564395676","1649-01-01","1655564395676",,"Eric Phillips","Eric.Phillips@test.com","1655564395676","8015551212",
"be74c3d3-0f10-42ac-bc18-e5b12ff18bf2","1655564429008","1204-01-01","1655564429008","1655564429008","Gail Clayton","Gail.Clayton@test.com","1655564429008","8015551212",
"d6b5f0fd-b9e8-4e76-9195-de368b7dc6eb","1655564378814","1868-01-01","1655564378814",,"Jason Clark","Jason.Clark@test.com","1655564378814","8015551212",
"f9b122e0-4613-49b3-9c1e-7e72de109149","1655564426691","1234-01-01","1655564426691","1655564426691","Jason Smith","Jason.Smith@test.com","1655564426691","8015551212","1655564426691"
"c3ee6284-91b6-403d-965a-2b8a611b7612","1655564403664","1543-01-01","1655564403664",,"John Smith","John.Smith@test.com","1655564403664","8015551212",
"48a9612a-0ad5-482c-988a-14b18171bf9b","1655564432964","1150-01-01","1655564432964","1655564432964","Lyn Khatib","Lyn.Khatib@test.com","1655564432964","8015551212","1655564432964"
"d73158ce-d2c7-477f-bbfc-8d5ef4e106e9","1655564434114","1134-01-01","1655564434114","1655564434114","Manoj Aristotle","Manoj.Aristotle@test.com","1655564434114","8015551212","1655564434114"
"b48d319c-6783-4a80-9567-aa4da1e8b005","1655564409219","1469-01-01","1655564409219",,"Santosh Huey","Santosh.Huey@test.com","1655564409219","8015551212",
"2dc4d5c5-8688-47ae-ba2b-987752ea631e","1655564380391","1847-01-01","1655564380391",,"Sean Doshi","Sean.Doshi@test.com","1655564380391","8015551212","1655564380391"
"9803dcbc-f49b-459b-a149-845d47092334","1655564413980","1405-01-01","1655564413980",,"Sean Harris","Sean.Harris@test.com","1655564413980","8015551212",
"dbfde3b7-69bf-4c56-a9e8-dfd48af6df89","1655564400490","1587-01-01","1655564400490",,"Senthil Smith","Senthil.Smith@test.com","1655564400490","8015551212",
"726498e6-e1df-4d76-ba21-10e3db70ef51","1655564437056","1093-01-01","1655564437056",,"Suresh Anandh","Suresh.Anandh@test.com","1655564437056","8015551212","1655564437056"
"c58a48b8-b09f-42d5-b803-dda65d28632c","1655564415247","1388-01-01","1655564415247",,"Travis Phillips","Travis.Phillips@test.com","1655564415247","8015551212","1655564415247"
"589c6414-e75e-4d5a-aa2f-06f090d8b5d5","1655564390692","1712-01-01","1655564390692",,"Travis Spencer","Travis.Spencer@test.com","1655564390692","8015551212","1655564390692"
"95ff9bf4-e947-4672-80f8-c42208ce2755","1655564388278","1743-01-01","1655564388278",,"Angie Hansen","Angie.Hansen@test.com","1655564388278","8015551212",
